【Excel文件】COVID-19全球数据集（节选）.xlsx
工作表数量：1
============================================================

📊 工作表 1: Data
行数: 15088, 列数: 15
----------------------------------------
                        国家/地区             大洲     纬度      经度  年平均温度  每千人医院床位数  每千人医生数    人均GDP          人口  年龄中位数  65岁及以上人口占比         日期      每日检测数         病例数       死亡数
9697                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-26      569.0      1986.0      69.0
9698                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-27      457.0      1986.0      69.0
9699                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-28      453.0      1987.0      69.0
9700                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-29     1015.0      1987.0      69.0
9701                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-30      827.0      1989.0      69.0
9702                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-01      909.0      1989.0      69.0
9703                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-02      522.0      1990.0      69.0
9704                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-03      334.0      1991.0      69.0
9705                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-04      390.0      1993.0      69.0
9706                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-05      387.0      1993.0      69.0
9707                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-06      800.0      1994.0      69.0
9708                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-07      731.0      1995.0      69.0
9709                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-08      602.0      2003.0      69.0
9710                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-09      567.0      2011.0      69.0
9711                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-10      418.0      2013.0      69.0
9712                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-11      220.0      2014.0      69.0
9713                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-12      282.0      2014.0      69.0
9714                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-13      537.0      2014.0      69.0
9715                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-14      649.0      2015.0      69.0
9716                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-15      533.0      2016.0      69.0
9717                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-16      546.0      2016.0      69.0
9718                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-17      348.0      2020.0      69.0
9719                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-18      192.0      2021.0      69.0
9720                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-19      131.0      2021.0      69.0
9721                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-20      510.0      2021.0      69.0
9722                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-21      664.0      2022.0      69.0
9723                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-22      522.0      2025.0      69.0
9724                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-23      453.0      2027.0      69.0
9725                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-24      410.0      2028.0      69.0
9726                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-25      273.0      2033.0      69.0
9727                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-26      171.0      2034.0      69.0
9728                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-27      368.0      2034.0      69.0
9729                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-28      657.0      2038.0      69.0
9730                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-29      818.0      2042.0      69.0
9731                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-30      771.0      2051.0      69.0
9732                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-07-31      642.0      2064.0      69.0
9733                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-01      421.0      2072.0      69.0
9734                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-02      323.0      2079.0      63.0
9735                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-03      808.0      2080.0      63.0
9736                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-04     1146.0      2091.0      63.0
9737                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-05     1123.0      2113.0      63.0
9738                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-06     1177.0      2124.0      63.0
9739                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-07     1670.0      2133.0      63.0
9740                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-08      454.0      2147.0      63.0
9741                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-09     1316.0      2152.0      63.0
9742                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-10     1788.0      2158.0      63.0
9743                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-11     1692.0      2167.0      63.0
9744                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-12     1402.0      2174.0      63.0
9745                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-13     1687.0      2174.0      63.0
9746                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-14     1469.0      2177.0      63.0
9747                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-15     1235.0      2184.0      63.0
9748                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-16      399.0      2190.0      63.0
9749                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-08-17     1567.0      2192.0      63.0
